Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
"Buffalo Sabres","2013/12/12  @ OTT","OTT","1","0","1","0","0","0","1","2","41","32","1","5","20.0","3","0","100.0","21","39","35.0"
"St. Louis Blues","2014/01/18  vs. ANA","ANA","1","0","1","0","0","0","2","3","36","21","1","4","25.0","3","1","66.7","41","34","54.7"
"Calgary Flames","2014/01/28  vs. CHI","CHI","1","1","0","0","0","2","5","4","29","33","0","2","0.0","1","0","100.0","28","28","50.0"
"Dallas Stars","2013/10/03  vs. FLA","FLA","1","0","1","0","0","0","2","4","27","39","0","3","0.0","4","0","100.0","38","33","53.5"
"New York Islanders","2014/03/25  @ CAR","CAR","1","1","0","0","0","2","5","4","32","28","0","3","0.0","4","2","50.0","32","42","43.2"
"Colorado Avalanche","2014/02/04  @ NYR","NYR","1","0","1","0","0","0","1","5","28","43","1","3","33.3","3","0","100.0","30","26","53.6"
"Winnipeg Jets","2014/02/27  vs. PHX","PHX","1","1","0","0","0","2","2","2","29","36","1","4","25.0","5","1","80.0","31","35","47.0"
"Montréal Canadiens","2014/03/29  @ FLA","FLA","1","1","0","0","0","2","4","1","19","37","0","5","0.0","4","0","100.0","24","27","47.1"
"Pittsburgh Penguins","2013/10/26  @ TOR","TOR","1","0","1","0","0","0","1","4","38","30","1","3","33.3","3","1","66.7","33","37","47.1"
"Philadelphia Flyers","2014/04/10  @ TBL","TBL","1","0","1","0","0","0","2","4","36","30","1","3","33.3","3","1","66.7","29","28","50.9"
"Vancouver Canucks","2013/10/08  vs. NJD","NJD","1","1","0","0","0","2","3","2","32","23","0","2","0.0","1","0","100.0","33","34","49.3"
"Philadelphia Flyers","2013/11/23  vs. NYI","NYI","1","1","0","0","0","2","5","2","30","38","1","3","33.3","3","0","100.0","35","26","57.4"
"Tampa Bay Lightning","2013/10/10  vs. FLA","FLA","1","1","0","0","0","2","7","2","28","21","2","5","40.0","5","1","80.0","37","22","62.7"
"Anaheim Ducks","2014/01/17  @ CHI","CHI","1","0","1","0","0","0","2","4","21","35","0","2","0.0","5","0","100.0","28","35","44.4"
"Washington Capitals","2013/10/19  vs. CBJ","CBJ","1","1","0","0","0","2","4","1","39","38","2","4","50.0","3","0","100.0","26","33","44.1"
"Ottawa Senators","2013/12/05  @ TBL","TBL","1","0","1","0","0","0","1","3","34","22","1","5","20.0","4","0","100.0","31","22","58.5"
"Los Angeles Kings","2013/11/17  @ NYR","NYR","1","1","0","0","0","2","1","0","30","37","0","1","0.0","5","0","100.0","40","23","63.5"
"Washington Capitals","2014/01/02  vs. CAR","CAR","1","0","0","0","1","1","3","4","41","33","0","1","0.0","4","1","75.0","41","33","55.4"
"Dallas Stars","2014/03/14  vs. CGY","CGY","1","0","0","0","1","1","3","3","25","30","0","0","0.0","1","1","0.0","35","29","54.7"
"Dallas Stars","2014/03/11  @ STL","STL","1","1","0","0","0","2","3","2","30","30","1","2","50.0","3","0","100.0","35","31","53.0"
"Ottawa Senators","2013/11/17  vs. CBJ","CBJ","1","0","1","0","0","0","1","4","30","22","1","6","16.7","5","3","40.0","32","34","48.5"
"Colorado Avalanche","2013/12/12  @ WPG","WPG","1","1","0","0","0","2","3","3","26","38","0","2","0.0","6","2","66.7","34","25","57.6"
"Anaheim Ducks","2013/10/25  @ OTT","OTT","1","1","0","0","0","2","2","1","28","27","0","5","0.0","4","1","75.0","38","27","58.5"
"St. Louis Blues","2014/03/22  @ PHI","PHI","1","0","1","0","0","0","1","4","33","19","0","6","0.0","5","1","80.0","33","26","55.9"
"Nashville Predators","2013/11/30  vs. PHI","PHI","1","0","0","0","1","1","2","2","36","24","0","5","0.0","3","0","100.0","31","30","50.8"
"New York Islanders","2013/11/29  vs. DET","DET","1","0","1","0","0","0","0","5","29","30","0","1","0.0","2","0","100.0","26","32","44.8"
"Minnesota Wild","2013/10/14  @ BUF","BUF","1","1","0","0","0","2","2","1","20","23","1","3","33.3","4","0","100.0","27","22","55.1"
"Philadelphia Flyers","2014/04/13  vs. CAR","CAR","1","0","0","0","1","1","5","5","44","38","1","2","50.0","4","1","75.0","23","38","37.7"
"Columbus Blue Jackets","2014/02/07  @ SJS","SJS","1","0","1","0","0","0","2","3","21","47","0","4","0.0","5","0","100.0","28","40","41.2"
"Carolina Hurricanes","2013/12/21  @ TBL","TBL","1","0","0","0","1","1","2","3","27","50","0","2","0.0","5","1","80.0","33","29","53.2"
"Edmonton Oilers","2014/01/05  vs. TBL","TBL","1","1","0","0","0","2","5","3","26","27","1","3","33.3","1","1","0.0","27","24","52.9"
"Los Angeles Kings","2013/10/30  vs. SJS","SJS","1","1","0","0","0","2","4","3","23","20","2","6","33.3","4","1","75.0","39","23","62.9"
"Vancouver Canucks","2013/12/01  @ CAR","CAR","1","1","0","0","0","2","3","2","30","31","1","3","33.3","6","0","100.0","34","36","48.6"
"Philadelphia Flyers","2013/11/12  @ OTT","OTT","1","1","0","0","0","2","5","0","31","24","2","3","66.7","1","0","100.0","32","26","55.2"
"New York Islanders","2013/10/22  vs. VAN","VAN","1","0","0","0","1","1","4","5","32","33","2","4","50.0","2","0","100.0","27","33","45.0"
"Boston Bruins","2013/12/14  @ VAN","VAN","1","0","1","0","0","0","2","6","41","30","0","3","0.0","2","1","50.0","33","36","47.8"
"New Jersey Devils","2014/03/02  vs. SJS","SJS","1","0","1","0","0","0","2","4","23","22","0","4","0.0","1","0","100.0","24","24","50.0"
"New York Islanders","2013/11/27  vs. WPG","WPG","1","0","1","0","0","0","2","3","30","29","1","4","25.0","2","0","100.0","25","29","46.3"
"Montréal Canadiens","2013/10/17  vs. CBJ","CBJ","1","1","0","0","0","2","5","3","36","33","1","4","25.0","6","2","66.7","28","37","43.1"
"Nashville Predators","2014/04/04  @ ANA","ANA","1","1","0","0","0","2","5","2","24","29","0","4","0.0","3","0","100.0","31","27","53.4"
"Los Angeles Kings","2013/12/31  @ DAL","DAL","1","0","1","0","0","0","2","3","25","32","1","3","33.3","5","2","60.0","26","33","44.1"
"Montréal Canadiens","2014/04/12  vs. NYR","NYR","1","1","0","0","0","2","1","0","27","41","0","3","0.0","3","0","100.0","29","37","43.9"
"San Jose Sharks","2013/10/17  @ DAL","DAL","1","0","0","0","1","1","3","3","35","31","0","5","0.0","3","0","100.0","33","34","49.3"
"Nashville Predators","2013/12/27  @ DAL","DAL","1","0","1","0","0","0","1","4","34","34","0","3","0.0","3","0","100.0","40","46","46.5"
"Chicago Blackhawks","2013/12/14  @ TOR","TOR","1","0","1","0","0","0","3","7","28","32","1","2","50.0","4","2","50.0","31","27","53.4"
"New York Rangers","2013/11/21  @ DAL","DAL","1","1","0","0","0","2","3","2","27","43","1","1","100.0","5","1","80.0","28","35","44.4"
"Tampa Bay Lightning","2014/03/02  @ COL","COL","1","0","1","0","0","0","3","6","34","35","0","2","0.0","4","1","75.0","27","29","48.2"
"Washington Capitals","2014/04/08  @ STL","STL","1","1","0","0","0","2","4","1","22","29","2","4","50.0","4","0","100.0","16","42","27.6"
"Ottawa Senators","2013/12/19  vs. FLA","FLA","1","0","1","0","0","0","2","4","34","35","1","3","33.3","3","1","66.7","39","32","54.9"
"New Jersey Devils","2014/01/12  @ TOR","TOR","1","0","0","0","1","1","2","2","38","25","1","4","25.0","4","1","75.0","24","39","38.1"
"Washington Capitals","2014/01/30  @ CBJ","CBJ","1","0","1","0","0","0","2","5","32","29","0","7","0.0","7","0","100.0","35","33","51.5"
"Los Angeles Kings","2014/01/20  @ BOS","BOS","1","0","1","0","0","0","2","3","23","23","1","4","25.0","4","1","75.0","36","21","63.1"
"Colorado Avalanche","2013/12/05  @ EDM","EDM","1","0","1","0","0","0","2","8","35","28","0","6","0.0","7","3","57.1","39","31","55.7"
"Anaheim Ducks","2014/01/03  vs. EDM","EDM","1","1","0","0","0","2","5","2","37","18","0","8","0.0","3","0","100.0","28","24","53.8"
"Tampa Bay Lightning","2014/01/09  vs. WSH","WSH","1","0","1","0","0","0","3","4","36","20","0","1","0.0","3","2","33.3","26","28","48.1"
"Nashville Predators","2013/12/03  vs. VAN","VAN","1","0","1","0","0","0","1","3","31","33","0","2","0.0","4","1","75.0","23","33","41.1"
"San Jose Sharks","2014/03/27  vs. WPG","WPG","1","0","1","0","0","0","3","4","30","31","2","4","50.0","5","2","60.0","30","21","58.8"
"St. Louis Blues","2013/12/05  vs. NYI","NYI","1","1","0","0","0","2","5","1","26","23","3","6","50.0","3","1","66.7","24","26","48.0"
"Chicago Blackhawks","2013/12/11  vs. PHI","PHI","1","1","0","0","0","2","7","2","23","30","2","7","28.6","5","2","60.0","38","27","58.5"
"Florida Panthers","2013/12/17  @ TOR","TOR","1","1","0","0","0","2","3","1","23","29","0","2","0.0","2","0","100.0","31","21","59.6"
"Tampa Bay Lightning","2013/11/27  vs. PHI","PHI","1","1","0","0","0","2","4","2","35","21","1","4","25.0","2","1","50.0","32","25","56.1"
"Detroit Red Wings","2013/12/07  vs. FLA","FLA","1","0","1","0","0","0","1","2","23","37","0","3","0.0","2","0","100.0","32","21","60.4"
"New York Islanders","2013/10/29  vs. NYR","NYR","1","0","1","0","0","0","2","3","24","24","0","3","0.0","4","2","50.0","23","34","40.4"
"New York Islanders","2014/04/06  @ CBJ","CBJ","1","0","1","0","0","0","0","4","31","33","0","2","0.0","6","3","50.0","20","37","35.1"
"Chicago Blackhawks","2014/04/11  @ WSH","WSH","1","0","1","0","0","0","0","4","34","27","0","3","0.0","3","1","66.7","17","27","38.6"
"Buffalo Sabres","2013/12/19  vs. BOS","BOS","1","1","0","0","0","2","4","2","23","36","0","4","0.0","2","0","100.0","31","34","47.7"
"San Jose Sharks","2014/01/02  vs. EDM","EDM","1","1","0","0","0","2","5","1","36","24","0","3","0.0","3","0","100.0","38","18","67.9"
"Detroit Red Wings","2013/11/16  @ NYI","NYI","1","0","0","0","1","1","4","4","23","41","1","1","100.0","6","1","83.3","29","28","50.9"
"Winnipeg Jets","2014/03/10  @ COL","COL","1","0","0","0","1","1","2","3","35","34","1","1","100.0","6","0","100.0","37","27","57.8"
"Washington Capitals","2014/03/16  vs. TOR","TOR","1","1","0","0","0","2","4","2","33","29","2","4","50.0","3","0","100.0","33","35","48.5"
"Colorado Avalanche","2014/01/06  vs. CGY","CGY","1","0","1","0","0","0","3","4","25","19","2","4","50.0","3","1","66.7","33","34","49.3"
"Ottawa Senators","2013/10/09  @ LAK","LAK","1","0","0","0","1","1","3","4","25","32","1","4","25.0","6","2","66.7","28","43","39.4"
"Colorado Avalanche","2014/01/14  @ CHI","CHI","1","1","0","0","0","2","3","2","26","48","2","4","50.0","5","0","100.0","28","39","41.8"
"St. Louis Blues","2014/04/13  vs. DET","DET","1","0","1","0","0","0","0","3","23","21","0","3","0.0","4","0","100.0","31","24","56.4"
"New York Rangers","2014/01/16  vs. DET","DET","1","1","0","0","0","2","1","0","48","38","0","2","0.0","2","0","100.0","32","35","47.8"
"Montréal Canadiens","2013/12/21  @ NSH","NSH","1","1","0","0","0","2","4","3","23","34","0","2","0.0","2","2","0.0","25","40","38.5"
"Pittsburgh Penguins","2014/03/07  @ ANA","ANA","1","1","0","0","0","2","2","2","17","31","1","3","33.3","3","0","100.0","31","28","52.5"
"Anaheim Ducks","2013/10/20  vs. DAL","DAL","1","1","0","0","0","2","6","3","47","36","2","5","40.0","4","1","75.0","32","42","43.2"
"Calgary Flames","2014/03/01  @ EDM","EDM","1","1","0","0","0","2","2","1","30","22","0","3","0.0","2","0","100.0","27","38","41.5"
"Montréal Canadiens","2013/12/15  vs. FLA","FLA","1","0","1","0","0","0","1","2","18","25","1","4","25.0","2","0","100.0","30","29","50.8"
"Ottawa Senators","2014/02/01  @ TOR","TOR","1","0","1","0","0","0","3","6","26","36","0","2","0.0","5","1","80.0","36","25","59.0"
"Florida Panthers","2013/12/13  vs. WSH","WSH","1","1","0","0","0","2","2","2","41","25","0","2","0.0","3","1","66.7","26","27","49.1"
"Columbus Blue Jackets","2013/12/10  vs. NJD","NJD","1","1","0","0","0","2","5","4","23","34","0","1","0.0","2","0","100.0","29","29","50.0"
"Pittsburgh Penguins","2014/02/05  @ BUF","BUF","1","1","0","0","0","2","5","1","34","25","1","4","25.0","1","0","100.0","26","26","50.0"
"Nashville Predators","2014/01/24  @ CGY","CGY","1","0","0","0","1","1","4","4","25","31","0","2","0.0","5","3","40.0","30","30","50.0"
"Winnipeg Jets","2013/12/22  @ VAN","VAN","1","0","1","0","0","0","1","2","22","25","1","1","100.0","3","1","66.7","28","26","51.8"
"Tampa Bay Lightning","2013/12/29  vs. NYR","NYR","1","0","1","0","0","0","3","4","40","29","1","2","50.0","3","3","0.0","29","31","48.3"
"Dallas Stars","2014/04/05  @ TBL","TBL","1","1","0","0","0","2","5","2","28","29","0","5","0.0","4","0","100.0","26","33","44.1"
"Phoenix Coyotes","2013/10/31  vs. NSH","NSH","1","1","0","0","0","2","4","4","25","40","1","2","50.0","2","1","50.0","38","29","56.7"
"Vancouver Canucks","2014/04/07  vs. ANA","ANA","1","0","1","0","0","0","0","3","18","23","0","3","0.0","1","0","100.0","28","23","54.9"
"Edmonton Oilers","2013/12/28  vs. PHI","PHI","1","0","0","0","1","1","3","3","16","38","1","5","20.0","5","3","40.0","35","39","47.3"
"Calgary Flames","2013/12/31  vs. PHI","PHI","1","0","1","0","0","0","1","4","24","21","0","2","0.0","1","0","100.0","26","34","43.3"
"Columbus Blue Jackets","2014/04/09  @ DAL","DAL","1","1","0","0","0","2","3","1","25","34","1","3","33.3","4","1","75.0","26","30","46.4"
"Washington Capitals","2013/10/16  vs. NYR","NYR","1","0","1","0","0","0","0","2","22","36","0","4","0.0","3","0","100.0","37","31","54.4"
"Montréal Canadiens","2013/11/01  @ MIN","MIN","1","0","1","0","0","0","3","4","31","25","1","2","50.0","1","0","100.0","30","31","49.2"
"Columbus Blue Jackets","2014/01/11  @ WPG","WPG","1","1","0","0","0","2","6","3","26","31","0","4","0.0","5","1","80.0","30","29","50.8"
"Colorado Avalanche","2013/11/08  vs. CGY","CGY","1","1","0","0","0","2","4","2","27","32","1","3","33.3","2","0","100.0","27","29","48.2"
"Winnipeg Jets","2013/11/12  @ DET","DET","1","1","0","0","0","2","2","2","21","43","0","3","0.0","4","2","50.0","23","28","45.1"
"Chicago Blackhawks","2013/10/22  @ FLA","FLA","1","1","0","0","0","2","2","2","29","22","1","2","50.0","1","0","100.0","34","27","55.7"
"Carolina Hurricanes","2013/12/20  vs. WSH","WSH","1","0","1","0","0","0","2","4","41","29","1","5","20.0","4","3","25.0","35","29","54.7"
"Philadelphia Flyers","2014/02/27  vs. SJS","SJS","1","0","1","0","0","0","3","7","30","29","0","5","0.0","5","1","80.0","36","38","48.6"
"Edmonton Oilers","2014/03/01  vs. CGY","CGY","1","0","0","0","1","1","1","2","22","30","0","2","0.0","3","0","100.0","38","27","58.5"
"Dallas Stars","2014/03/08  vs. MIN","MIN","1","1","0","0","0","2","4","3","38","35","2","5","40.0","4","1","75.0","33","34","49.3"
"Phoenix Coyotes","2014/04/02  @ LAK","LAK","1","0","1","0","0","0","0","4","17","32","0","2","0.0","4","2","50.0","25","36","41.0"
"New York Rangers","2014/01/08  @ CHI","CHI","1","1","0","0","0","2","3","2","32","37","1","2","50.0","3","1","66.7","26","32","44.8"
"Detroit Red Wings","2013/12/04  vs. PHI","PHI","1","0","1","0","0","0","3","6","35","34","1","7","14.3","3","3","0.0","40","32","55.6"
"Florida Panthers","2013/11/07  @ BOS","BOS","1","0","1","0","0","0","1","4","24","30","0","4","0.0","1","0","100.0","27","36","42.9"
"New York Islanders","2014/01/02  vs. CHI","CHI","1","1","0","0","0","2","3","2","34","39","0","2","0.0","1","1","0.0","26","28","48.1"
"Nashville Predators","2013/11/23  vs. NYR","NYR","1","0","1","0","0","0","0","2","17","34","0","2","0.0","3","0","100.0","27","20","57.4"
"Edmonton Oilers","2014/03/25  vs. SJS","SJS","1","0","1","0","0","0","2","5","30","34","0","2","0.0","3","3","0.0","27","32","45.8"
"San Jose Sharks","2014/04/12  @ PHX","PHX","1","1","0","0","0","2","3","2","32","32","1","3","33.3","1","0","100.0","29","30","49.2"
"Anaheim Ducks","2013/10/13  vs. OTT","OTT","1","1","0","0","0","2","4","1","56","31","0","6","0.0","1","0","100.0","38","24","61.3"
"Winnipeg Jets","2013/10/10  @ MIN","MIN","1","0","1","0","0","0","1","2","15","30","1","5","20.0","6","0","100.0","16","45","26.2"
"Boston Bruins","2013/11/05  vs. DAL","DAL","1","0","0","0","1","1","2","2","36","36","0","4","0.0","3","0","100.0","30","31","49.2"
"Florida Panthers","2014/01/20  @ PIT","PIT","1","1","0","0","0","2","5","1","28","36","0","3","0.0","3","0","100.0","30","32","48.4"
"Boston Bruins","2013/11/27  @ DET","DET","1","0","1","0","0","0","1","6","17","28","0","3","0.0","4","1","75.0","34","22","60.7"
"Winnipeg Jets","2013/12/16  @ CBJ","CBJ","1","1","0","0","0","2","3","2","32","24","1","4","25.0","2","0","100.0","28","34","45.2"
"Washington Capitals","2013/11/09  @ PHX","PHX","1","0","0","0","1","1","3","3","32","35","2","7","28.6","6","2","66.7","39","42","48.1"
"Tampa Bay Lightning","2013/12/21  vs. CAR","CAR","1","1","0","0","0","2","3","2","50","27","1","5","20.0","2","0","100.0","29","33","46.8"
"Columbus Blue Jackets","2013/11/29  vs. EDM","EDM","1","1","0","0","0","2","4","2","28","27","2","5","40.0","7","1","85.7","30","21","58.8"
"Washington Capitals","2014/02/06  vs. WPG","WPG","1","1","0","0","0","2","4","2","30","36","0","4","0.0","1","0","100.0","33","24","57.9"
"Philadelphia Flyers","2013/10/08  vs. FLA","FLA","1","1","0","0","0","2","2","1","30","34","0","5","0.0","5","0","100.0","26","25","51.0"
"Vancouver Canucks","2013/12/03  @ NSH","NSH","1","1","0","0","0","2","3","1","33","31","1","4","25.0","2","0","100.0","33","23","58.9"
"Los Angeles Kings","2014/04/10  @ EDM","EDM","1","1","0","0","0","2","3","0","48","17","0","4","0.0","0","0","0.0","28","22","56.0"
"Vancouver Canucks","2013/11/14  vs. SJS","SJS","1","0","0","0","1","1","1","2","35","30","1","2","50.0","4","1","75.0","39","37","51.3"
"St. Louis Blues","2014/01/14  vs. PHX","PHX","1","1","0","0","0","2","2","1","18","21","1","3","33.3","3","1","66.7","30","33","47.6"
"Nashville Predators","2013/10/17  vs. LAK","LAK","1","0","0","0","1","1","1","1","35","30","0","4","0.0","4","0","100.0","34","26","56.7"
"Detroit Red Wings","2013/11/01  @ CGY","CGY","1","1","0","0","0","2","4","3","22","25","0","3","0.0","5","0","100.0","34","26","56.7"
"Calgary Flames","2014/01/14  @ NSH","NSH","1","0","1","0","0","0","2","4","24","34","0","2","0.0","4","2","50.0","33","36","47.8"
"San Jose Sharks","2014/02/01  vs. CHI","CHI","1","1","0","0","0","2","1","1","39","30","0","4","0.0","4","1","75.0","32","26","55.2"
"Anaheim Ducks","2014/01/05  vs. VAN","VAN","1","1","0","0","0","2","4","3","49","20","1","3","33.3","3","2","33.3","37","36","50.7"
"Buffalo Sabres","2013/11/12  vs. LAK","LAK","1","1","0","0","0","2","2","2","17","45","1","2","50.0","5","0","100.0","34","41","45.3"
"Pittsburgh Penguins","2014/01/10  @ EDM","EDM","1","0","0","0","1","1","3","4","28","31","1","4","25.0","4","2","50.0","28","32","46.7"
"Nashville Predators","2014/03/08  vs. CBJ","CBJ","1","0","1","0","0","0","0","1","28","36","0","1","0.0","5","0","100.0","33","32","50.8"
"Dallas Stars","2014/04/08  vs. NSH","NSH","1","1","0","0","0","2","2","2","30","29","0","2","0.0","1","0","100.0","27","29","48.2"
"Phoenix Coyotes","2013/12/23  @ BUF","BUF","1","0","0","0","1","1","1","2","37","32","0","5","0.0","3","0","100.0","38","21","64.4"
"Vancouver Canucks","2013/12/09  vs. CAR","CAR","1","1","0","0","0","2","2","0","26","31","0","4","0.0","4","0","100.0","32","27","54.2"
"Carolina Hurricanes","2014/03/07  vs. NYR","NYR","1","0","1","0","0","0","2","4","24","44","0","4","0.0","4","1","75.0","32","31","50.8"
"Ottawa Senators","2014/03/05  @ CGY","CGY","1","0","1","0","0","0","1","4","31","28","0","5","0.0","7","2","71.4","33","37","47.1"
"Los Angeles Kings","2013/12/21  vs. COL","COL","1","1","0","0","0","2","2","2","39","25","0","2","0.0","4","2","50.0","39","25","60.9"
"New Jersey Devils","2013/12/20  vs. ANA","ANA","1","0","0","0","1","1","2","3","21","24","1","3","33.3","4","0","100.0","25","38","39.7"
"Nashville Predators","2014/03/30  vs. WSH","WSH","1","1","0","0","0","2","3","3","29","26","0","0","0.0","4","2","50.0","37","36","50.7"
"Dallas Stars","2014/02/05  @ SJS","SJS","1","0","0","0","1","1","1","2","20","21","0","1","0.0","3","0","100.0","38","36","51.3"
"Chicago Blackhawks","2013/11/09  @ DAL","DAL","1","1","0","0","0","2","5","2","31","33","1","1","100.0","6","0","100.0","26","26","50.0"
"Montréal Canadiens","2014/02/02  vs. WPG","WPG","1","0","1","0","0","0","1","2","31","35","0","3","0.0","3","0","100.0","34","21","61.8"
"New York Rangers","2014/03/18  @ OTT","OTT","1","1","0","0","0","2","8","4","39","39","0","3","0.0","2","1","50.0","22","34","39.3"
"Minnesota Wild","2014/03/18  @ NYI","NYI","1","1","0","0","0","2","6","0","22","36","1","3","33.3","3","0","100.0","34","26","56.7"
"Toronto Maple Leafs","2014/01/01  @ DET","DET","1","1","0","0","0","2","2","2","26","43","0","2","0.0","4","0","100.0","41","43","48.8"
"Montréal Canadiens","2014/01/22  @ PIT","PIT","1","0","1","0","0","0","1","5","24","31","0","3","0.0","5","2","60.0","32","30","51.6"
"Montréal Canadiens","2014/04/09  @ CHI","CHI","1","0","0","0","1","1","2","3","30","28","0","0","0.0","2","0","100.0","29","31","48.3"
"Toronto Maple Leafs","2013/10/10  @ NSH","NSH","1","1","0","0","0","2","4","0","26","36","2","4","50.0","3","0","100.0","26","40","39.4"
"Dallas Stars","2013/12/31  vs. LAK","LAK","1","1","0","0","0","2","3","2","32","25","2","5","40.0","3","1","66.7","33","26","55.9"
"Washington Capitals","2013/10/10  vs. CAR","CAR","1","0","1","0","0","0","2","3","32","36","0","5","0.0","5","1","80.0","39","32","54.9"
"Calgary Flames","2014/01/18  @ VAN","VAN","1","0","0","0","1","1","2","2","33","33","1","4","25.0","3","1","66.7","28","25","52.8"
"San Jose Sharks","2014/03/25  @ EDM","EDM","1","1","0","0","0","2","5","2","34","30","3","3","100.0","2","0","100.0","32","27","54.2"
"Boston Bruins","2013/12/23  @ NSH","NSH","1","1","0","0","0","2","6","2","33","34","3","3","100.0","2","1","50.0","32","29","52.5"
"Winnipeg Jets","2013/10/22  vs. WSH","WSH","1","0","0","0","1","1","4","4","47","32","0","3","0.0","5","1","80.0","47","34","58.0"
"Tampa Bay Lightning","2014/01/13  @ CBJ","CBJ","1","0","1","0","0","0","2","3","28","28","1","4","25.0","6","2","66.7","27","31","46.6"
"Ottawa Senators","2014/03/24  @ TBL","TBL","1","1","0","0","0","2","3","3","32","38","0","3","0.0","7","2","71.4","38","22","63.3"
"Carolina Hurricanes","2013/11/21  @ DET","DET","1","0","1","0","0","0","3","4","27","47","0","4","0.0","4","1","75.0","29","23","55.8"
"Chicago Blackhawks","2013/12/05  @ MIN","MIN","1","0","1","0","0","0","3","4","19","23","1","2","50.0","3","2","33.3","27","30","47.4"
"Ottawa Senators","2013/10/23  @ DET","DET","1","1","0","0","0","2","6","1","28","32","2","3","66.7","3","1","66.7","28","37","43.1"
"Dallas Stars","2013/11/17  @ VAN","VAN","1","1","0","0","0","2","2","1","23","43","0","3","0.0","5","1","80.0","34","28","54.8"
"Chicago Blackhawks","2014/02/05  @ ANA","ANA","1","1","0","0","0","2","2","0","25","29","0","2","0.0","5","0","100.0","32","27","54.2"
"Vancouver Canucks","2013/11/28  @ OTT","OTT","1","1","0","0","0","2","5","2","28","39","1","3","33.3","3","0","100.0","32","36","47.1"
"San Jose Sharks","2014/01/23  vs. WPG","WPG","1","1","0","0","0","2","1","0","32","20","0","3","0.0","3","0","100.0","45","24","65.2"
"Washington Capitals","2013/12/13  @ FLA","FLA","1","0","0","0","1","1","2","2","25","41","1","3","33.3","2","0","100.0","27","26","50.9"
"St. Louis Blues","2014/04/01  vs. PHI","PHI","1","1","0","0","0","2","0","0","28","31","0","3","0.0","2","0","100.0","34","21","61.8"
"Buffalo Sabres","2014/02/06  @ OTT","OTT","1","0","1","0","0","0","2","3","32","36","0","7","0.0","3","0","100.0","29","26","52.7"
"Chicago Blackhawks","2014/03/27  @ BOS","BOS","1","0","1","0","0","0","0","3","28","23","0","2","0.0","1","0","100.0","24","29","45.3"
"New Jersey Devils","2014/01/26  vs. NYR","NYR","1","0","1","0","0","0","3","7","22","26","1","2","50.0","3","0","100.0","29","37","43.9"
"St. Louis Blues","2013/10/09  vs. CHI","CHI","1","1","0","0","0","2","3","2","34","28","1","2","50.0","2","2","0.0","31","27","53.4"
"Edmonton Oilers","2014/01/14  @ DAL","DAL","1","0","1","0","0","0","2","5","33","30","1","2","50.0","1","1","0.0","24","28","46.2"
"Buffalo Sabres","2014/04/10  @ NYR","NYR","1","0","1","0","0","0","1","2","24","30","0","2","0.0","4","0","100.0","27","30","47.4"
"Carolina Hurricanes","2013/12/09  @ VAN","VAN","1","0","1","0","0","0","0","2","31","26","0","4","0.0","4","0","100.0","27","32","45.8"
"Los Angeles Kings","2014/02/06  vs. CBJ","CBJ","1","1","0","0","0","2","2","1","20","25","0","6","0.0","5","1","80.0","24","38","38.7"
"Toronto Maple Leafs","2014/03/08  vs. PHI","PHI","1","1","0","0","0","2","4","3","36","31","0","3","0.0","2","0","100.0","34","31","52.3"
"Toronto Maple Leafs","2014/03/28  @ PHI","PHI","1","0","1","0","0","0","2","4","34","29","0","4","0.0","5","2","60.0","29","34","46.0"
"Washington Capitals","2013/12/08  @ NYR","NYR","1","1","0","0","0","2","4","1","36","31","0","2","0.0","2","0","100.0","28","29","49.1"
"Dallas Stars","2013/10/26  vs. WPG","WPG","1","0","0","0","1","1","1","1","36","38","0","4","0.0","2","0","100.0","41","23","64.1"
"Calgary Flames","2013/11/08  @ COL","COL","1","0","1","0","0","0","2","4","32","27","0","2","0.0","3","1","66.7","29","27","51.8"
"Tampa Bay Lightning","2014/01/01  @ VAN","VAN","1","1","0","0","0","2","4","2","33","30","1","3","33.3","2","0","100.0","28","35","44.4"
"Vancouver Canucks","2013/10/20  @ CBJ","CBJ","1","0","1","0","0","0","1","3","38","29","1","3","33.3","5","0","100.0","34","26","56.7"
"Carolina Hurricanes","2014/03/22  @ WPG","WPG","1","1","0","0","0","2","3","2","32","36","1","3","33.3","2","0","100.0","30","24","55.6"
"Ottawa Senators","2014/01/18  vs. NYR","NYR","1","0","1","0","0","0","1","4","30","31","0","2","0.0","4","1","75.0","30","31","49.2"
"Florida Panthers","2013/10/15  @ NSH","NSH","1","0","1","0","0","0","3","4","25","30","0","1","0.0","2","1","50.0","28","31","47.4"
"Dallas Stars","2013/12/27  vs. NSH","NSH","1","1","0","0","0","2","4","1","34","34","0","3","0.0","3","0","100.0","46","40","53.5"
"Calgary Flames","2014/02/08  @ PHI","PHI","1","0","1","0","0","0","1","2","33","23","0","2","0.0","2","0","100.0","19","31","38.0"
"Minnesota Wild","2013/12/02  vs. PHI","PHI","1","1","0","0","0","2","2","0","21","21","0","2","0.0","2","0","100.0","18","30","37.5"
"Nashville Predators","2013/10/22  @ MIN","MIN","1","0","1","0","0","0","0","2","16","29","0","2","0.0","2","0","100.0","31","25","55.4"
