Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
"Pittsburgh Penguins","2014/02/27  vs. MTL","MTL","1","0","0","0","1","1","5","5","32","29","2","5","40.0","4","2","50.0","32","34","48.5"
"Carolina Hurricanes","2014/04/13  @ PHI","PHI","1","1","0","0","0","2","5","5","38","44","1","4","25.0","2","1","50.0","38","23","62.3"
"Columbus Blue Jackets","2013/10/17  @ MTL","MTL","1","0","1","0","0","0","3","5","33","36","2","6","33.3","4","1","75.0","37","28","56.9"
"Winnipeg Jets","2013/11/15  vs. PHI","PHI","1","1","0","0","0","2","2","2","38","34","2","4","50.0","3","1","66.7","40","32","55.6"
"St. Louis Blues","2013/11/16  vs. CAR","CAR","1","1","0","0","0","2","4","2","32","20","1","5","20.0","4","0","100.0","35","38","47.9"
"New Jersey Devils","2013/10/07  @ EDM","EDM","1","0","0","0","1","1","4","4","25","27","1","3","33.3","4","1","75.0","25","43","36.8"
"Tampa Bay Lightning","2014/02/27  @ NSH","NSH","1","0","1","0","0","0","2","3","16","29","1","3","33.3","4","3","25.0","23","32","41.8"
"Calgary Flames","2014/01/03  vs. TBL","TBL","1","0","1","0","0","0","0","2","19","29","0","5","0.0","5","0","100.0","26","23","53.1"
"Toronto Maple Leafs","2014/03/22  vs. MTL","MTL","1","0","1","0","0","0","3","4","36","36","1","2","50.0","2","0","100.0","31","27","53.4"
"Anaheim Ducks","2013/10/24  @ MTL","MTL","1","0","1","0","0","0","1","4","32","25","0","3","0.0","6","2","66.7","30","39","43.5"
"New Jersey Devils","2013/12/06  vs. DET","DET","1","0","1","0","0","0","1","3","11","21","1","4","25.0","5","1","80.0","30","25","54.5"
"Nashville Predators","2013/12/30  vs. DET","DET","1","1","0","0","0","2","6","4","29","25","1","5","20.0","2","1","50.0","40","29","58.0"
"Anaheim Ducks","2014/04/13  vs. COL","COL","1","1","0","0","0","2","3","2","36","31","0","2","0.0","1","0","100.0","32","30","51.6"
"Los Angeles Kings","2013/11/02  vs. NSH","NSH","1","0","1","0","0","0","3","4","38","17","1","3","33.3","3","2","33.3","35","30","53.8"
"Minnesota Wild","2014/02/27  @ EDM","EDM","1","1","0","0","0","2","3","0","21","21","0","2","0.0","4","0","100.0","24","31","43.6"
"Nashville Predators","2014/01/16  @ PHI","PHI","1","1","0","0","0","2","3","3","37","30","2","5","40.0","4","1","75.0","22","35","38.6"
"Minnesota Wild","2013/10/17  @ TBL","TBL","1","0","1","0","0","0","1","3","26","30","0","2","0.0","7","1","85.7","24","28","46.2"
"Washington Capitals","2013/12/29  @ BUF","BUF","1","0","0","0","1","1","1","1","50","17","0","2","0.0","0","0","0.0","33","31","51.6"
"New Jersey Devils","2013/12/21  @ WSH","WSH","1","1","0","0","0","2","5","4","37","22","2","2","100.0","1","0","100.0","18","29","38.3"
"San Jose Sharks","2013/12/29  vs. ANA","ANA","1","1","0","0","0","2","3","1","23","31","0","2","0.0","1","0","100.0","40","23","63.5"
"Anaheim Ducks","2013/11/26  @ DAL","DAL","1","0","1","0","0","0","3","6","31","33","1","2","50.0","3","0","100.0","26","41","38.8"
"Minnesota Wild","2013/12/29  vs. NYI","NYI","1","0","1","0","0","0","4","5","37","31","0","4","0.0","3","0","100.0","41","21","66.1"
"New York Rangers","2014/02/06  vs. EDM","EDM","1","0","1","0","0","0","1","2","36","31","0","0","0.0","1","0","100.0","32","26","55.2"
"Buffalo Sabres","2013/10/12  @ CHI","CHI","1","0","1","0","0","0","1","2","29","40","0","3","0.0","5","1","80.0","25","34","42.4"
"Buffalo Sabres","2014/03/15  @ NYI","NYI","1","0","1","0","0","0","1","4","34","38","1","6","16.7","3","1","66.7","34","39","46.6"
"Los Angeles Kings","2013/12/17  vs. EDM","EDM","1","1","0","0","0","2","3","0","40","24","0","2","0.0","2","0","100.0","25","25","50.0"
"Phoenix Coyotes","2013/12/12  vs. NYI","NYI","1","1","0","0","0","2","6","3","37","24","1","4","25.0","3","0","100.0","22","31","41.5"
"Washington Capitals","2013/12/10  vs. TBL","TBL","1","1","0","0","0","2","5","5","31","42","3","5","60.0","5","2","60.0","36","22","62.1"
"Tampa Bay Lightning","2014/01/03  @ CGY","CGY","1","1","0","0","0","2","2","0","29","19","0","5","0.0","5","0","100.0","23","26","46.9"
"Toronto Maple Leafs","2014/03/23  @ NJD","NJD","1","0","1","0","0","0","2","3","23","24","1","4","25.0","2","0","100.0","31","28","52.5"
"Nashville Predators","2014/03/25  vs. COL","COL","1","0","0","0","1","1","4","4","33","28","0","2","0.0","0","0","0.0","33","38","46.5"
"Pittsburgh Penguins","2014/03/25  vs. PHX","PHX","1","0","1","0","0","0","2","3","25","29","1","1","100.0","5","1","80.0","35","33","51.5"
"Anaheim Ducks","2014/01/25  @ LAK","LAK","1","1","0","0","0","2","3","0","21","36","0","3","0.0","4","0","100.0","31","37","45.6"
"New Jersey Devils","2013/12/13  @ PIT","PIT","1","0","1","0","0","0","2","3","39","23","0","2","0.0","1","0","100.0","26","20","56.5"
"Phoenix Coyotes","2014/04/08  @ CBJ","CBJ","1","0","0","0","1","1","3","4","32","30","0","2","0.0","1","0","100.0","32","32","50.0"
"Tampa Bay Lightning","2013/11/02  vs. STL","STL","1","1","0","0","0","2","4","2","25","30","0","3","0.0","3","0","100.0","30","30","50.0"
"Washington Capitals","2014/03/10  vs. PIT","PIT","1","0","1","0","0","0","2","3","33","20","1","4","25.0","3","1","66.7","22","30","42.3"
"Phoenix Coyotes","2014/01/04  vs. PHI","PHI","1","0","1","0","0","0","3","5","29","28","0","4","0.0","3","1","66.7","31","23","57.4"
"Phoenix Coyotes","2014/01/22  @ CGY","CGY","1","0","1","0","0","0","2","3","32","26","0","2","0.0","2","0","100.0","31","34","47.7"
"Minnesota Wild","2013/10/24  vs. CAR","CAR","1","1","0","0","0","2","3","1","27","28","2","5","40.0","5","1","80.0","36","23","61.0"
"Washington Capitals","2014/03/18  @ ANA","ANA","1","1","0","0","0","2","3","2","30","45","2","3","66.7","5","0","100.0","35","37","48.6"
"Calgary Flames","2013/11/14  vs. DAL","DAL","1","0","1","0","0","0","3","7","28","32","1","2","50.0","3","1","66.7","31","29","51.7"
"Colorado Avalanche","2013/12/29  vs. WPG","WPG","1","0","0","0","1","1","1","2","34","37","0","1","0.0","2","0","100.0","30","27","52.6"
"Toronto Maple Leafs","2014/01/14  @ BOS","BOS","1","1","0","0","0","2","4","3","26","41","2","5","40.0","3","0","100.0","34","37","47.9"
"Philadelphia Flyers","2013/12/30  @ VAN","VAN","1","1","0","0","0","2","3","3","27","44","0","2","0.0","4","0","100.0","34","37","47.9"
"Washington Capitals","2013/12/17  @ PHI","PHI","1","0","1","0","0","0","2","5","26","35","1","2","50.0","6","2","66.7","27","25","51.9"
"New York Rangers","2014/01/12  vs. PHI","PHI","1","1","0","0","0","2","4","1","35","38","1","5","20.0","3","1","66.7","34","26","56.7"
"St. Louis Blues","2014/02/26  @ VAN","VAN","1","0","1","0","0","0","0","1","20","35","0","3","0.0","4","0","100.0","26","30","46.4"
"Nashville Predators","2013/10/10  vs. TOR","TOR","1","0","1","0","0","0","0","4","36","26","0","3","0.0","4","2","50.0","40","26","60.6"
"Toronto Maple Leafs","2013/10/26  vs. PIT","PIT","1","1","0","0","0","2","4","1","30","38","1","3","33.3","3","1","66.7","37","33","52.8"
"Pittsburgh Penguins","2013/11/22  vs. NYI","NYI","1","1","0","0","0","2","4","3","34","35","2","4","50.0","6","0","100.0","31","29","51.7"
"Florida Panthers","2014/02/27  vs. WSH","WSH","1","0","1","0","0","0","4","5","34","32","1","6","16.7","2","2","0.0","28","33","45.9"
"Washington Capitals","2014/03/11  @ PIT","PIT","1","0","1","0","0","0","0","2","32","34","0","2","0.0","2","0","100.0","15","32","31.9"
"Pittsburgh Penguins","2013/10/25  vs. NYI","NYI","1","0","1","0","0","0","3","4","42","25","0","5","0.0","1","1","0.0","48","27","64.0"
"St. Louis Blues","2013/10/25  vs. VAN","VAN","1","0","0","0","1","1","2","3","24","21","1","2","50.0","3","1","66.7","35","22","61.4"
"Colorado Avalanche","2013/11/06  vs. NSH","NSH","1","0","1","0","0","0","4","6","31","28","0","2","0.0","2","2","0.0","23","34","40.4"
"Tampa Bay Lightning","2014/02/01  @ MTL","MTL","1","1","0","0","0","2","2","1","36","29","0","3","0.0","4","0","100.0","29","37","43.9"
"Washington Capitals","2014/01/14  vs. SJS","SJS","1","0","0","0","1","1","1","1","36","29","0","1","0.0","1","0","100.0","33","33","50.0"
"Boston Bruins","2014/01/11  @ SJS","SJS","1","1","0","0","0","2","1","0","22","26","0","3","0.0","1","0","100.0","25","40","38.5"
"Columbus Blue Jackets","2014/03/11  vs. DET","DET","1","1","0","0","0","2","4","1","37","40","0","3","0.0","4","0","100.0","29","29","50.0"
"Pittsburgh Penguins","2013/12/07  @ BOS","BOS","1","0","1","0","0","0","2","3","30","21","2","7","28.6","4","0","100.0","21","32","39.6"
"Calgary Flames","2014/03/18  vs. BUF","BUF","1","1","0","0","0","2","3","1","26","14","0","1","0.0","2","0","100.0","21","30","41.2"
"Washington Capitals","2014/02/04  vs. NYI","NYI","1","0","1","0","0","0","0","1","22","28","0","6","0.0","5","0","100.0","27","22","55.1"
"Boston Bruins","2014/04/13  @ NJD","NJD","1","0","1","0","0","0","2","3","18","31","2","2","100.0","2","1","50.0","20","29","40.8"
"Winnipeg Jets","2014/03/22  vs. CAR","CAR","1","0","1","0","0","0","2","3","36","32","0","2","0.0","3","1","66.7","24","30","44.4"
"New York Rangers","2014/03/07  @ CAR","CAR","1","1","0","0","0","2","4","2","44","24","1","4","25.0","4","0","100.0","31","32","49.2"
"Colorado Avalanche","2014/03/12  vs. CHI","CHI","1","1","0","0","0","2","3","2","29","39","1","4","25.0","3","0","100.0","26","35","42.6"
"Montréal Canadiens","2013/12/02  vs. NJD","NJD","1","1","0","0","0","2","3","2","17","30","1","2","50.0","3","0","100.0","30","24","55.6"
"Ottawa Senators","2014/03/22  @ DAL","DAL","1","0","1","0","0","0","1","3","27","44","0","4","0.0","5","0","100.0","30","29","50.8"
"Chicago Blackhawks","2014/02/03  @ LAK","LAK","1","1","0","0","0","2","5","3","30","34","1","5","20.0","5","1","80.0","22","41","34.9"
"Anaheim Ducks","2014/04/06  @ EDM","EDM","1","0","1","0","0","0","2","4","36","28","1","5","20.0","3","1","66.7","31","38","44.9"
"Nashville Predators","2014/03/18  @ EDM","EDM","1","0","1","0","0","0","1","5","29","30","0","5","0.0","4","1","75.0","36","27","57.1"
"Buffalo Sabres","2013/11/27  vs. MTL","MTL","1","0","1","0","0","0","1","3","25","31","0","2","0.0","4","2","50.0","26","31","45.6"
"Colorado Avalanche","2014/01/10  vs. NYI","NYI","1","0","0","0","1","1","1","2","31","24","0","2","0.0","2","0","100.0","35","25","58.3"
"Nashville Predators","2014/01/28  @ WPG","WPG","1","1","0","0","0","2","4","3","25","27","1","3","33.3","2","0","100.0","27","24","52.9"
"Columbus Blue Jackets","2014/01/23  vs. PHI","PHI","1","1","0","0","0","2","5","2","39","28","1","7","14.3","6","1","83.3","34","24","58.6"
"Ottawa Senators","2014/04/04  vs. MTL","MTL","1","0","1","0","0","0","4","7","43","23","0","4","0.0","2","0","100.0","44","23","65.7"
"Vancouver Canucks","2014/02/08  @ TOR","TOR","1","0","1","0","0","0","1","3","33","24","0","2","0.0","3","0","100.0","29","35","45.3"
"Montréal Canadiens","2014/03/18  vs. COL","COL","1","1","0","0","0","2","6","3","36","28","2","3","66.7","3","0","100.0","25","30","45.5"
"Montréal Canadiens","2014/01/28  vs. CAR","CAR","1","1","0","0","0","2","3","0","30","36","0","2","0.0","3","0","100.0","35","27","56.5"
"New York Islanders","2013/12/10  @ SJS","SJS","1","1","0","0","0","2","2","2","28","48","0","1","0.0","4","1","75.0","25","32","43.9"
"Calgary Flames","2014/01/13  @ CAR","CAR","1","1","0","0","0","2","2","0","29","23","1","3","33.3","1","0","100.0","23","28","45.1"
"Montréal Canadiens","2014/03/08  @ SJS","SJS","1","0","1","0","0","0","0","4","27","33","0","5","0.0","6","0","100.0","29","35","45.3"
"Nashville Predators","2014/02/06  @ MIN","MIN","1","0","0","0","1","1","2","3","18","36","0","2","0.0","5","1","80.0","28","28","50.0"
"Nashville Predators","2014/03/04  vs. PIT","PIT","1","0","1","0","0","0","1","3","19","19","0","4","0.0","5","1","80.0","33","32","50.8"
"New York Islanders","2014/01/14  @ FLA","FLA","1","0","1","0","0","0","2","4","33","26","0","3","0.0","5","0","100.0","32","32","50.0"
"Vancouver Canucks","2014/01/27  vs. EDM","EDM","1","0","1","0","0","0","2","4","27","20","0","2","0.0","3","0","100.0","36","30","54.5"
"Phoenix Coyotes","2014/01/28  vs. LAK","LAK","1","1","0","0","0","2","3","0","29","30","1","3","33.3","2","0","100.0","21","25","45.7"
"Los Angeles Kings","2014/01/07  vs. MIN","MIN","1","0","0","0","1","1","1","1","40","17","0","2","0.0","2","0","100.0","29","30","49.2"
"Carolina Hurricanes","2013/11/16  @ STL","STL","1","0","1","0","0","0","2","4","20","32","0","4","0.0","5","1","80.0","38","35","52.1"
"Anaheim Ducks","2014/03/02  vs. CAR","CAR","1","1","0","0","0","2","5","3","34","52","0","3","0.0","6","0","100.0","31","37","45.6"
"Edmonton Oilers","2014/02/07  @ NJD","NJD","1","0","0","0","1","1","1","2","20","24","0","3","0.0","3","0","100.0","27","12","69.2"
"Nashville Predators","2013/12/10  @ NYR","NYR","1","1","0","0","0","2","4","1","26","29","0","2","0.0","2","0","100.0","31","24","56.4"
"Phoenix Coyotes","2014/03/27  @ NJD","NJD","1","1","0","0","0","2","2","2","27","28","0","3","0.0","4","0","100.0","30","29","50.8"
"Ottawa Senators","2014/01/16  vs. MTL","MTL","1","0","0","0","1","1","4","5","44","23","0","1","0.0","1","1","0.0","36","26","58.1"
"Toronto Maple Leafs","2013/12/07  @ OTT","OTT","1","1","0","0","0","2","3","3","31","50","1","6","16.7","8","2","75.0","27","47","36.5"
"Anaheim Ducks","2013/12/29  @ SJS","SJS","1","0","1","0","0","0","1","3","31","23","0","1","0.0","2","0","100.0","23","40","36.5"
"Ottawa Senators","2014/02/08  @ BOS","BOS","1","0","1","0","0","0","2","7","28","42","1","3","33.3","4","1","75.0","27","31","46.6"
"Edmonton Oilers","2014/01/24  vs. PHX","PHX","1","0","1","0","0","0","3","4","39","29","0","5","0.0","2","1","50.0","28","30","48.3"
"Colorado Avalanche","2013/12/06  @ CGY","CGY","1","1","0","0","0","2","3","2","25","28","0","4","0.0","4","1","75.0","25","34","42.4"
"New York Islanders","2014/04/08  vs. OTT","OTT","1","0","1","0","0","0","1","4","46","32","0","3","0.0","5","1","80.0","32","34","48.5"
"Montréal Canadiens","2013/10/12  @ VAN","VAN","1","1","0","0","0","2","4","1","38","40","2","3","66.7","3","0","100.0","38","33","53.5"
"Nashville Predators","2014/02/08  vs. ANA","ANA","1","0","1","0","0","0","2","5","38","24","1","3","33.3","3","1","66.7","30","22","57.7"
"Boston Bruins","2014/02/04  vs. VAN","VAN","1","1","0","0","0","2","3","1","32","28","1","3","33.3","2","0","100.0","36","27","57.1"
"New York Rangers","2014/03/22  @ NJD","NJD","1","1","0","0","0","2","2","0","27","21","1","3","33.3","1","0","100.0","29","27","51.8"
"Pittsburgh Penguins","2014/04/06  @ COL","COL","1","1","0","0","0","2","2","2","32","41","1","2","50.0","5","0","100.0","22","36","37.9"
"Buffalo Sabres","2013/12/14  vs. CGY","CGY","1","0","0","0","1","1","1","2","27","26","0","5","0.0","4","0","100.0","25","22","53.2"
"Dallas Stars","2013/12/23  @ LAK","LAK","1","1","0","0","0","2","5","2","23","32","1","4","25.0","2","0","100.0","24","27","47.1"
"Nashville Predators","2014/02/27  vs. TBL","TBL","1","1","0","0","0","2","3","2","29","16","3","4","75.0","3","1","66.7","32","23","58.2"
"Tampa Bay Lightning","2013/11/19  @ LAK","LAK","1","0","1","0","0","0","2","5","21","31","1","4","25.0","5","1","80.0","24","40","37.5"
"Buffalo Sabres","2014/01/21  vs. FLA","FLA","1","0","1","0","0","0","3","4","35","22","2","7","28.6","1","0","100.0","27","30","47.4"
"Los Angeles Kings","2013/10/07  vs. NYR","NYR","1","0","1","0","0","0","1","3","29","28","0","2","0.0","3","0","100.0","25","32","43.9"
"St. Louis Blues","2013/11/27  @ COL","COL","1","1","0","0","0","2","4","1","35","26","1","1","100.0","4","0","100.0","24","26","48.0"
"Columbus Blue Jackets","2013/11/12  @ WSH","WSH","1","0","0","0","1","1","3","4","27","34","0","3","0.0","3","0","100.0","36","22","62.1"
"New Jersey Devils","2014/03/18  vs. BOS","BOS","1","0","1","0","0","0","2","4","24","31","1","4","25.0","2","0","100.0","34","28","54.8"
"Los Angeles Kings","2013/12/03  @ ANA","ANA","1","1","0","0","0","2","2","2","51","28","0","5","0.0","6","1","83.3","35","34","50.7"
"Columbus Blue Jackets","2013/10/10  @ BUF","BUF","1","1","0","0","0","2","4","1","33","27","0","4","0.0","1","0","100.0","28","22","56.0"
"Calgary Flames","2013/10/04  @ CBJ","CBJ","1","1","0","0","0","2","4","3","30","32","0","3","0.0","3","1","66.7","21","30","41.2"
"New Jersey Devils","2013/11/23  @ SJS","SJS","1","0","1","0","0","0","1","2","19","30","1","1","100.0","3","0","100.0","27","25","51.9"
"Winnipeg Jets","2014/01/28  vs. NSH","NSH","1","0","1","0","0","0","3","4","27","25","0","2","0.0","3","1","66.7","24","27","47.1"
"Florida Panthers","2013/12/20  @ WPG","WPG","1","0","1","0","0","0","2","5","23","32","0","4","0.0","4","2","50.0","26","38","40.6"
"Winnipeg Jets","2013/12/05  @ FLA","FLA","1","0","1","0","0","0","2","5","31","26","0","1","0.0","2","0","100.0","30","31","49.2"
"Buffalo Sabres","2013/12/23  vs. PHX","PHX","1","1","0","0","0","2","2","1","32","37","0","3","0.0","5","0","100.0","21","38","35.6"
"Washington Capitals","2013/10/26  @ CGY","CGY","1","0","1","0","0","0","2","5","29","33","0","4","0.0","3","0","100.0","26","31","45.6"
"Phoenix Coyotes","2013/11/14  @ CHI","CHI","1","0","0","0","1","1","4","4","30","52","1","3","33.3","3","1","66.7","32","38","45.7"
"Ottawa Senators","2014/03/04  @ EDM","EDM","1","0","1","0","0","0","2","3","36","30","0","2","0.0","2","1","50.0","29","34","46.0"
"Anaheim Ducks","2014/01/07  vs. BOS","BOS","1","1","0","0","0","2","5","2","20","32","3","3","100.0","3","0","100.0","35","24","59.3"
"Dallas Stars","2014/01/18  @ MIN","MIN","1","0","0","0","1","1","2","3","35","19","1","3","33.3","3","0","100.0","33","31","51.6"
"Chicago Blackhawks","2014/03/04  vs. COL","COL","1","0","1","0","0","0","2","4","38","21","1","4","25.0","3","1","66.7","25","26","49.0"
"Dallas Stars","2013/10/11  @ WPG","WPG","1","1","0","0","0","2","4","1","31","44","2","5","40.0","6","1","83.3","24","40","37.5"
"Buffalo Sabres","2014/02/25  vs. CAR","CAR","1","1","0","0","0","2","3","2","18","38","1","3","33.3","5","0","100.0","29","38","43.3"
"Phoenix Coyotes","2014/01/24  @ EDM","EDM","1","1","0","0","0","2","4","3","29","39","1","2","50.0","5","0","100.0","30","28","51.7"
"Los Angeles Kings","2014/01/16  @ STL","STL","1","1","0","0","0","2","4","1","31","29","0","5","0.0","4","0","100.0","26","30","46.4"
"Detroit Red Wings","2014/01/22  vs. CHI","CHI","1","1","0","0","0","2","4","4","31","35","0","4","0.0","4","1","75.0","24","44","35.3"
"Anaheim Ducks","2014/01/23  vs. LAK","LAK","1","1","0","0","0","2","2","1","21","31","1","5","20.0","4","0","100.0","27","38","41.5"
"New York Islanders","2014/01/07  @ TOR","TOR","1","1","0","0","0","2","5","3","25","26","1","1","100.0","5","1","80.0","24","38","38.7"
"Detroit Red Wings","2014/03/09  @ NYR","NYR","1","0","1","0","0","0","0","3","30","31","0","3","0.0","3","0","100.0","29","21","58.0"
"Minnesota Wild","2013/10/05  vs. ANA","ANA","1","0","0","0","1","1","3","4","33","30","2","4","50.0","3","1","66.7","47","26","64.4"
"Vancouver Canucks","2014/03/04  @ PHX","PHX","1","0","1","0","0","0","0","1","23","32","0","0","0.0","3","0","100.0","30","27","52.6"
"Florida Panthers","2014/03/25  vs. OTT","OTT","1","1","0","0","0","2","2","2","41","39","0","2","0.0","2","1","50.0","25","36","41.0"
"Dallas Stars","2013/11/26  vs. ANA","ANA","1","1","0","0","0","2","6","3","33","31","0","3","0.0","2","1","50.0","41","26","61.2"
"Los Angeles Kings","2014/01/27  @ SJS","SJS","1","1","0","0","0","2","1","0","21","23","0","5","0.0","3","0","100.0","29","27","51.8"
"Dallas Stars","2014/01/06  @ NYI","NYI","1","0","1","0","0","0","3","7","23","43","1","3","33.3","5","3","40.0","27","45","37.5"
