Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Detroit Red Wings,2013/04/07  vs. STL,STL,1,0,1,0,0,0,0,1,28,25,0,3,0,2,0,100,25,31,44.6
Montreal Canadiens,2013/03/02  vs. PIT,PIT,1,0,0,0,1,1,6,7,39,36,0,3,0,2,1,50,33,32,50.8
Tampa Bay Lightning,2013/04/16  @ WPG,WPG,1,0,0,0,1,1,3,3,27,36,0,1,0,3,1,66.7,28,32,46.7
New York Islanders,2013/01/24  @ TOR,TOR,1,1,0,0,0,2,7,4,34,43,1,2,50,5,0,100,34,27,55.7
Edmonton Oilers,2013/03/05  @ CBJ,CBJ,1,0,0,0,1,1,3,3,29,38,0,3,0,4,1,75,24,38,38.7
Ottawa Senators,2013/04/16  vs. CAR,CAR,1,1,0,0,0,2,3,2,34,34,0,4,0,4,1,75,29,34,46
Detroit Red Wings,2013/04/25  vs. NSH,NSH,1,1,0,0,0,2,5,2,38,22,1,4,25,5,1,80,32,25,56.1
Calgary Flames,2013/02/18  @ PHX,PHX,1,0,1,0,0,0,0,4,30,37,0,1,0,1,0,100,29,44,39.7
Toronto Maple Leafs,2013/02/21  vs. BUF,BUF,1,1,0,0,0,2,3,1,36,32,2,5,40,3,0,100,28,38,42.4
Montreal Canadiens,2013/01/22  vs. FLA,FLA,1,1,0,0,0,2,4,1,33,28,2,6,33.3,8,1,87.5,22,30,42.3
Boston Bruins,2013/01/31  vs. BUF,BUF,1,0,1,0,0,0,4,7,42,32,0,4,0,3,1,66.7,36,27,57.1
Calgary Flames,2013/04/03  vs. EDM,EDM,1,0,1,0,0,0,2,8,21,39,0,1,0,5,3,40,23,38,37.7
Anaheim Ducks,2013/04/19  @ CGY,CGY,1,0,1,0,0,0,1,3,33,31,0,2,0,3,0,100,32,30,51.6
Anaheim Ducks,2013/03/25  vs. SJS,SJS,1,0,1,0,0,0,3,5,27,39,0,2,0,5,0,100,40,39,50.6
Carolina Hurricanes,2013/02/26  @ WSH,WSH,1,0,1,0,0,0,0,3,33,40,0,2,0,4,1,75,31,29,51.7
Edmonton Oilers,2013/04/01  vs. CGY,CGY,1,1,0,0,0,2,4,1,20,34,0,0,0,1,0,100,20,39,33.9
Toronto Maple Leafs,2013/04/25  @ FLA,FLA,1,1,0,0,0,2,4,0,17,34,0,1,0,3,0,100,27,25,51.9
Minnesota Wild,2013/04/13  vs. CBJ,CBJ,1,0,0,0,1,1,2,2,41,22,1,4,25,2,0,100,30,23,56.6
Tampa Bay Lightning,2013/03/07  vs. WPG,WPG,1,0,1,0,0,0,1,2,29,28,0,5,0,2,0,100,36,23,61
Philadelphia Flyers,2013/02/15  @ NJD,NJD,1,0,1,0,0,0,3,5,28,19,1,1,100,1,0,100,29,23,55.8
New Jersey Devils,2013/03/30  @ FLA,FLA,1,0,0,0,1,1,2,3,26,30,1,4,25,3,1,66.7,34,26,56.7
Columbus Blue Jackets,2013/04/12  vs. STL,STL,1,1,0,0,0,2,4,1,19,32,0,1,0,5,0,100,25,23,52.1
San Jose Sharks,2013/02/04  @ ANA,ANA,1,0,1,0,0,0,1,2,26,32,0,6,0,6,0,100,31,26,54.4
Colorado Avalanche,2013/02/06  vs. ANA,ANA,1,0,1,0,0,0,0,3,31,20,0,1,0,3,1,66.7,36,27,57.1
St. Louis Blues,2013/04/01  @ MIN,MIN,1,1,0,0,0,2,4,1,24,25,0,1,0,5,0,100,32,30,51.6
Los Angeles Kings,2013/01/19  vs. CHI,CHI,1,0,1,0,0,0,2,5,21,22,0,5,0,5,1,80,32,31,50.8
Vancouver Canucks,2013/04/04  vs. EDM,EDM,1,1,0,0,0,2,4,0,28,23,1,5,20,4,0,100,27,27,50
Minnesota Wild,2013/04/11  vs. STL,STL,1,0,1,0,0,0,0,2,23,20,0,3,0,1,0,100,24,21,53.3
Buffalo Sabres,2013/01/20  vs. PHI,PHI,1,1,0,0,0,2,5,2,41,29,3,6,50,4,1,75,36,31,53.7
Montreal Canadiens,2013/04/11  @ BUF,BUF,1,1,0,0,0,2,5,1,42,15,2,8,25,2,0,100,33,24,57.9
Phoenix Coyotes,2013/04/04  vs. DET,DET,1,1,0,0,0,2,4,2,38,36,0,4,0,6,2,66.7,35,29,54.7
Chicago Blackhawks,2013/04/20  vs. PHX,PHX,1,0,0,0,1,1,2,2,38,31,2,4,50,5,0,100,31,26,54.4
Vancouver Canucks,2013/02/22  @ NSH,NSH,1,1,0,0,0,2,1,0,24,23,0,2,0,2,0,100,28,30,48.3
Dallas Stars,2013/02/13  @ CGY,CGY,1,0,1,0,0,0,4,7,34,23,2,4,50,2,2,0,40,37,51.9
Philadelphia Flyers,2013/03/26  vs. NYR,NYR,1,0,1,0,0,0,2,5,34,31,1,1,100,3,1,66.7,25,41,37.9
Philadelphia Flyers,2013/02/23  vs. WPG,WPG,1,1,0,0,0,2,5,3,39,37,3,6,50,4,0,100,26,37,41.3
Washington Capitals,2013/04/09  @ MTL,MTL,1,1,0,0,0,2,3,2,27,29,0,1,0,1,0,100,24,41,36.9
Philadelphia Flyers,2013/03/07  vs. PIT,PIT,1,0,1,0,0,0,4,5,32,22,2,4,50,3,1,66.7,33,27,55
St. Louis Blues,2013/01/21  @ NSH,NSH,1,1,0,0,0,2,3,3,39,24,1,2,50,6,2,66.7,28,36,43.8
Toronto Maple Leafs,2013/04/04  vs. PHI,PHI,1,0,1,0,0,0,3,5,28,31,0,1,0,3,0,100,29,28,50.9
Buffalo Sabres,2013/04/02  @ PIT,PIT,1,1,0,0,0,2,4,1,29,20,0,5,0,4,1,75,34,23,59.6
Tampa Bay Lightning,2013/03/16  vs. CAR,CAR,1,1,0,0,0,2,4,1,26,22,0,1,0,2,0,100,36,22,62.1
New York Rangers,2013/04/13  @ NYI,NYI,1,1,0,0,0,2,1,0,20,29,0,4,0,2,0,100,22,32,40.7
Winnipeg Jets,2013/03/10  @ NJD,NJD,1,0,0,0,1,1,2,2,25,27,0,1,0,1,0,100,27,33,45
Phoenix Coyotes,2013/03/02  vs. ANA,ANA,1,1,0,0,0,2,4,4,37,35,0,0,0,3,1,66.7,36,26,58.1
Colorado Avalanche,2013/04/26  @ PHX,PHX,1,1,0,0,0,2,4,4,28,37,2,4,50,6,2,66.7,28,22,56
Columbus Blue Jackets,2013/03/26  @ VAN,VAN,1,0,0,0,1,1,0,0,17,34,0,2,0,3,0,100,30,32,48.4
Boston Bruins,2013/04/10  @ NJD,NJD,1,1,0,0,0,2,5,4,18,28,1,3,33.3,7,0,100,36,25,59
Los Angeles Kings,2013/04/16  @ SJS,SJS,1,0,0,0,1,1,2,2,43,35,1,3,33.3,3,0,100,38,37,50.7
Florida Panthers,2013/02/24  vs. BOS,BOS,1,0,1,0,0,0,1,4,35,32,0,4,0,1,1,0,26,30,46.4
Anaheim Ducks,2013/04/13  @ LAK,LAK,1,0,1,0,0,0,1,2,20,18,0,1,0,6,1,83.3,16,28,36.4
Ottawa Senators,2013/03/08  @ NYR,NYR,1,1,0,0,0,2,3,2,39,35,1,3,33.3,2,0,100,32,27,54.2
Philadelphia Flyers,2013/03/02  vs. OTT,OTT,1,1,0,0,0,2,2,1,41,34,0,5,0,5,0,100,32,30,51.6
Winnipeg Jets,2013/02/07  vs. TOR,TOR,1,0,1,0,0,0,2,3,25,18,0,4,0,4,1,75,24,35,40.7
Vancouver Canucks,2013/02/01  vs. CHI,CHI,1,1,0,0,0,2,1,1,22,28,0,4,0,5,0,100,20,30,40
Montreal Canadiens,2013/02/16  vs. PHI,PHI,1,1,0,0,0,2,4,1,29,19,0,4,0,4,0,100,38,29,56.7
Chicago Blackhawks,2013/02/22  vs. SJS,SJS,1,1,0,0,0,2,2,1,34,27,0,2,0,4,0,100,33,27,55
Phoenix Coyotes,2013/02/18  vs. CGY,CGY,1,1,0,0,0,2,4,0,37,30,0,1,0,1,0,100,44,29,60.3
New York Islanders,2013/03/28  @ PHI,PHI,1,1,0,0,0,2,3,3,36,36,0,5,0,2,2,0,30,35,46.2
New York Rangers,2013/04/18  vs. FLA,FLA,1,1,0,0,0,2,6,1,30,35,2,4,50,1,0,100,24,27,47.1
Carolina Hurricanes,2013/02/14  vs. TOR,TOR,1,1,0,0,0,2,3,1,33,23,1,3,33.3,2,1,50,40,28,58.8
Edmonton Oilers,2013/04/24  vs. CHI,CHI,1,0,1,0,0,0,1,4,22,30,0,4,0,2,0,100,25,23,52.1
Colorado Avalanche,2013/04/02  @ NSH,NSH,1,0,1,0,0,0,1,3,26,38,0,2,0,3,1,66.7,25,35,41.7
Carolina Hurricanes,2013/04/11  @ WSH,WSH,1,0,1,0,0,0,1,3,44,31,1,3,33.3,4,1,75,31,32,49.2
Tampa Bay Lightning,2013/01/21  @ NYI,NYI,1,0,1,0,0,0,3,4,26,44,0,3,0,7,1,85.7,35,31,53
Los Angeles Kings,2013/03/02  @ VAN,VAN,1,0,1,0,0,0,2,5,30,24,1,4,25,2,0,100,36,22,62.1
Toronto Maple Leafs,2013/02/27  vs. MTL,MTL,1,0,1,0,0,0,2,5,23,40,0,1,0,2,1,50,25,29,46.3
Nashville Predators,2013/03/09  vs. MIN,MIN,1,0,0,0,1,1,1,1,25,29,1,2,50,5,1,80,27,31,46.6
Toronto Maple Leafs,2013/04/16  @ WSH,WSH,1,0,1,0,0,0,1,5,30,37,0,3,0,6,2,66.7,32,34,48.5
Nashville Predators,2013/04/07  @ CHI,CHI,1,0,1,0,0,0,3,5,22,40,0,1,0,1,0,100,23,32,41.8
Boston Bruins,2013/02/12  vs. NYR,NYR,1,0,0,0,1,1,3,3,40,29,0,4,0,4,0,100,37,27,57.8
Winnipeg Jets,2013/01/22  @ WSH,WSH,1,1,0,0,0,2,4,2,39,34,2,5,40,4,1,75,30,23,56.6
Chicago Blackhawks,2013/02/02  @ CGY,CGY,1,1,0,0,0,2,2,2,19,47,0,1,0,5,1,80,27,37,42.2
Montreal Canadiens,2013/02/25  @ OTT,OTT,1,0,0,0,1,1,1,1,45,24,1,4,25,1,0,100,36,30,54.5
Philadelphia Flyers,2013/02/25  vs. TOR,TOR,1,0,1,0,0,0,2,4,25,22,1,6,16.7,3,0,100,34,35,49.3
New York Rangers,2013/02/10  vs. TBL,TBL,1,1,0,0,0,2,5,1,32,20,0,3,0,2,0,100,31,33,48.4
Washington Capitals,2013/03/10  vs. NYR,NYR,1,0,1,0,0,0,1,4,29,30,0,3,0,2,1,50,31,23,57.4
Detroit Red Wings,2013/03/16  @ VAN,VAN,1,1,0,0,0,2,5,2,26,35,1,3,33.3,6,0,100,36,24,60
Buffalo Sabres,2013/01/31  @ BOS,BOS,1,1,0,0,0,2,7,4,32,42,1,3,33.3,4,0,100,27,36,42.9
Nashville Predators,2013/01/22  @ MIN,MIN,1,1,0,0,0,2,3,1,26,30,1,3,33.3,3,0,100,25,33,43.1
Ottawa Senators,2013/03/03  @ NYI,NYI,1,0,0,0,1,1,2,2,31,35,1,3,33.3,5,0,100,27,28,49.1
Vancouver Canucks,2013/04/08  vs. PHX,PHX,1,1,0,0,0,2,2,0,41,19,0,2,0,3,0,100,23,26,46.9
Vancouver Canucks,2013/01/27  @ SJS,SJS,1,0,1,0,0,0,1,4,24,27,0,7,0,8,2,75,20,42,32.3
San Jose Sharks,2013/02/26  vs. COL,COL,1,1,0,0,0,2,2,2,41,27,0,5,0,2,0,100,33,35,48.5
Anaheim Ducks,2013/03/06  vs. PHX,PHX,1,1,0,0,0,2,2,0,24,18,0,1,0,3,0,100,27,19,58.7
Phoenix Coyotes,2013/04/26  vs. COL,COL,1,0,0,0,1,1,4,4,37,28,2,6,33.3,4,2,50,22,28,44
New York Rangers,2013/01/29  vs. PHI,PHI,1,1,0,0,0,2,2,1,28,27,1,2,50,6,1,83.3,40,21,65.6
San Jose Sharks,2013/01/29  vs. ANA,ANA,1,1,0,0,0,2,2,2,18,30,0,2,0,4,0,100,27,23,54
Nashville Predators,2013/04/01  @ CHI,CHI,1,0,0,0,1,1,2,2,27,40,0,1,0,3,0,100,25,37,40.3
Nashville Predators,2013/04/06  vs. CHI,CHI,1,0,1,0,0,0,0,1,20,30,0,3,0,1,0,100,20,29,40.8
Washington Capitals,2013/03/14  @ CAR,CAR,1,1,0,0,0,2,3,2,25,38,1,3,33.3,4,0,100,26,34,43.3
Edmonton Oilers,2013/03/25  @ NSH,NSH,1,0,1,0,0,0,2,3,26,26,1,4,25,2,0,100,28,36,43.8
Pittsburgh Penguins,2013/03/24  vs. PHI,PHI,1,1,0,0,0,2,2,1,35,28,1,3,33.3,1,1,0,22,29,43.1
Carolina Hurricanes,2013/03/02  vs. FLA,FLA,1,1,0,0,0,2,6,2,34,24,0,4,0,0,0,0,25,32,43.9
Calgary Flames,2013/01/31  vs. COL,COL,1,0,1,0,0,0,3,6,28,22,0,3,0,2,1,50,32,24,57.1
Pittsburgh Penguins,2013/04/13  @ FLA,FLA,1,1,0,0,0,2,3,1,22,26,1,3,33.3,4,0,100,31,21,59.6
Anaheim Ducks,2013/03/20  vs. CHI,CHI,1,1,0,0,0,2,4,2,26,24,0,1,0,2,1,50,25,30,45.5
Columbus Blue Jackets,2013/02/07  vs. CGY,CGY,1,0,0,0,1,1,3,4,29,30,1,4,25,4,1,75,38,31,55.1
Ottawa Senators,2013/03/23  vs. TBL,TBL,1,1,0,0,0,2,5,3,32,32,1,2,50,4,0,100,22,27,44.9
Ottawa Senators,2013/04/07  @ FLA,FLA,1,0,1,0,0,0,1,2,41,17,0,5,0,1,1,0,28,26,51.8
Chicago Blackhawks,2013/04/14  @ STL,STL,1,1,0,0,0,2,2,0,26,30,0,3,0,3,0,100,23,33,41.1
Buffalo Sabres,2013/02/17  vs. PIT,PIT,1,0,1,0,0,0,3,4,33,35,1,4,25,4,1,75,34,34,50
Montreal Canadiens,2013/03/13  vs. OTT,OTT,1,1,0,0,0,2,3,3,45,32,2,5,40,3,2,33.3,38,42,47.5
Columbus Blue Jackets,2013/04/13  @ MIN,MIN,1,1,0,0,0,2,2,2,22,41,0,2,0,4,1,75,23,30,43.4
Philadelphia Flyers,2013/01/27  @ TBL,TBL,1,0,1,0,0,0,1,5,25,26,0,6,0,5,2,60,34,30,53.1
Columbus Blue Jackets,2013/04/05  @ STL,STL,1,0,1,0,0,0,1,3,27,19,0,2,0,4,1,75,33,26,55.9
Winnipeg Jets,2013/02/01  @ TBL,TBL,1,0,1,0,0,0,3,8,29,25,2,4,50,5,3,40,32,41,43.8
Detroit Red Wings,2013/01/21  @ CBJ,CBJ,1,1,0,0,0,2,3,3,42,33,0,7,0,7,2,71.4,32,35,47.8
Detroit Red Wings,2013/04/22  vs. PHX,PHX,1,1,0,0,0,2,4,0,23,34,3,5,60,4,0,100,27,28,49.1
Tampa Bay Lightning,2013/03/14  vs. NYI,NYI,1,0,1,0,0,0,0,2,18,29,0,2,0,1,1,0,22,28,44
Pittsburgh Penguins,2013/02/05  @ NYI,NYI,1,1,0,0,0,2,4,2,26,34,1,3,33.3,7,0,100,25,28,47.2
Dallas Stars,2013/01/22  @ DET,DET,1,1,0,0,0,2,2,1,32,40,0,2,0,4,0,100,25,35,41.7
Vancouver Canucks,2013/04/01  @ SJS,SJS,1,0,1,0,0,0,2,3,25,35,0,0,0,3,1,66.7,26,36,41.9
Dallas Stars,2013/02/12  @ EDM,EDM,1,1,0,0,0,2,4,1,29,36,0,3,0,5,0,100,27,30,47.4
Detroit Red Wings,2013/02/02  @ CBJ,CBJ,1,0,1,0,0,0,2,4,34,28,0,5,0,3,1,66.7,33,24,57.9
Dallas Stars,2013/03/18  vs. CGY,CGY,1,1,0,0,0,2,4,3,24,19,0,3,0,4,2,50,32,30,51.6
Winnipeg Jets,2013/03/16  @ TOR,TOR,1,1,0,0,0,2,4,4,33,32,0,2,0,2,0,100,20,33,37.7
Minnesota Wild,2013/03/14  vs. COL,COL,1,1,0,0,0,2,5,3,40,32,0,4,0,2,1,50,24,37,39.3
Minnesota Wild,2013/03/27  vs. PHX,PHX,1,1,0,0,0,2,4,3,37,27,0,4,0,2,0,100,36,27,57.1
Calgary Flames,2013/04/19  vs. ANA,ANA,1,1,0,0,0,2,3,1,31,33,0,3,0,2,0,100,30,32,48.4
Nashville Predators,2013/01/26  @ ANA,ANA,1,0,0,0,1,1,2,2,21,22,0,3,0,4,0,100,26,26,50
New Jersey Devils,2013/02/07  vs. TBL,TBL,1,1,0,0,0,2,4,2,27,19,2,4,50,4,0,100,30,32,48.4
Chicago Blackhawks,2013/02/17  vs. LAK,LAK,1,1,0,0,0,2,3,2,37,27,1,5,20,4,2,50,28,26,51.8
Calgary Flames,2013/02/26  @ MIN,MIN,1,0,0,0,1,1,1,2,21,30,1,7,14.3,7,1,85.7,23,40,36.5
Colorado Avalanche,2013/03/20  vs. DAL,DAL,1,1,0,0,0,2,4,3,34,32,0,2,0,6,0,100,27,29,48.2
Ottawa Senators,2013/04/05  @ BUF,BUF,1,0,1,0,0,0,2,4,37,30,0,4,0,2,0,100,24,34,41.4
Pittsburgh Penguins,2013/01/31  @ NYR,NYR,1,1,0,0,0,2,3,0,29,28,1,6,16.7,4,0,100,34,33,50.7
New Jersey Devils,2013/04/04  @ BOS,BOS,1,0,1,0,0,0,0,1,40,26,0,1,0,1,0,100,28,23,54.9
Anaheim Ducks,2013/04/10  vs. COL,COL,1,0,1,0,0,0,1,4,22,28,0,3,0,2,1,50,34,30,53.1
Calgary Flames,2013/04/05  @ SJS,SJS,1,0,1,0,0,0,1,2,24,41,1,2,50,3,0,100,30,41,42.3
Los Angeles Kings,2013/03/04  vs. NSH,NSH,1,1,0,0,0,2,5,1,16,19,2,4,50,3,0,100,24,24,50
Phoenix Coyotes,2013/02/26  @ VAN,VAN,1,1,0,0,0,2,4,2,22,31,0,1,0,2,0,100,36,25,59
New Jersey Devils,2013/03/10  vs. WPG,WPG,1,1,0,0,0,2,2,2,27,25,0,1,0,1,0,100,33,27,55
Ottawa Senators,2013/03/19  @ NYI,NYI,1,1,0,0,0,2,5,3,23,29,0,1,0,6,1,83.3,25,32,43.9
New York Islanders,2013/02/09  vs. BUF,BUF,1,0,1,0,0,0,2,3,43,15,0,3,0,2,0,100,29,27,51.8
New York Islanders,2013/04/26  @ BUF,BUF,1,0,0,0,1,1,1,1,31,22,0,4,0,3,0,100,32,31,50.8
Detroit Red Wings,2013/03/09  @ CBJ,CBJ,1,0,1,0,0,0,0,3,30,24,0,3,0,6,1,83.3,17,34,33.3
Carolina Hurricanes,2013/02/23  vs. TBL,TBL,1,0,1,0,0,0,2,5,34,39,0,3,0,3,0,100,35,22,61.4
Calgary Flames,2013/03/03  vs. VAN,VAN,1,1,0,0,0,2,4,2,25,31,1,4,25,2,0,100,31,32,49.2
New Jersey Devils,2013/02/28  @ WPG,WPG,1,0,1,0,0,0,1,3,23,21,0,3,0,3,0,100,30,34,46.9
New York Islanders,2013/02/21  @ MTL,MTL,1,1,0,0,0,2,4,3,25,33,2,4,50,4,1,75,33,36,47.8
Los Angeles Kings,2013/02/11  @ STL,STL,1,1,0,0,0,2,4,1,23,22,1,5,20,5,1,80,28,32,46.7
Chicago Blackhawks,2013/04/07  vs. NSH,NSH,1,1,0,0,0,2,5,3,40,22,0,1,0,1,0,100,32,23,58.2
Calgary Flames,2013/02/17  @ DAL,DAL,1,1,0,0,0,2,4,3,26,30,1,5,20,3,0,100,32,32,50
Columbus Blue Jackets,2013/04/09  vs. SJS,SJS,1,1,0,0,0,2,4,0,30,30,0,2,0,1,0,100,32,30,51.6
Edmonton Oilers,2013/04/06  @ LAK,LAK,1,0,1,0,0,0,1,4,24,39,1,4,25,5,2,60,29,36,44.6
San Jose Sharks,2013/02/15  @ CHI,CHI,1,0,1,0,0,0,1,4,28,37,0,4,0,5,1,80,27,27,50
Dallas Stars,2013/03/20  @ COL,COL,1,0,1,0,0,0,3,4,32,34,0,6,0,2,0,100,29,27,51.8
Montreal Canadiens,2013/04/01  vs. CAR,CAR,1,1,0,0,0,2,4,1,29,19,1,3,33.3,5,0,100,36,28,56.3
Anaheim Ducks,2013/01/19  @ VAN,VAN,1,1,0,0,0,2,7,3,26,29,3,3,100,4,2,50,38,37,50.7
Phoenix Coyotes,2013/02/04  vs. MIN,MIN,1,1,0,0,0,2,2,1,34,22,0,1,0,2,0,100,27,25,51.9
Phoenix Coyotes,2013/03/19  @ LAK,LAK,1,0,1,0,0,0,2,3,42,29,0,3,0,5,1,80,24,33,42.1
New Jersey Devils,2013/03/21  @ CAR,CAR,1,1,0,0,0,2,4,1,22,18,2,3,66.7,2,1,50,30,23,56.6
Toronto Maple Leafs,2013/03/06  vs. OTT,OTT,1,1,0,0,0,2,5,4,28,43,1,2,50,1,0,100,36,31,53.7
Columbus Blue Jackets,2013/03/10  @ DET,DET,1,1,0,0,0,2,2,2,21,23,0,5,0,6,1,83.3,33,28,54.1
Washington Capitals,2013/03/05  vs. BOS,BOS,1,1,0,0,0,2,4,3,26,33,0,4,0,2,1,50,32,36,47.1
Detroit Red Wings,2013/02/28  @ SJS,SJS,1,1,0,0,0,2,1,1,34,26,0,2,0,1,0,100,26,30,46.4
New York Islanders,2013/03/09  vs. WSH,WSH,1,1,0,0,0,2,5,2,45,24,2,6,33.3,3,1,66.7,33,29,53.2
Edmonton Oilers,2013/02/19  vs. LAK,LAK,1,0,1,0,0,0,1,3,24,38,1,4,25,2,0,100,22,33,40
Washington Capitals,2013/03/16  @ BOS,BOS,1,0,1,0,0,0,1,4,33,38,0,3,0,1,1,0,25,40,38.5
San Jose Sharks,2013/04/13  @ DAL,DAL,1,0,1,0,0,0,1,2,32,19,1,2,50,5,1,80,31,23,57.4
Vancouver Canucks,2013/03/14  vs. NSH,NSH,1,1,0,0,0,2,7,4,22,33,0,2,0,4,0,100,28,39,41.8
Toronto Maple Leafs,2013/02/23  @ OTT,OTT,1,0,1,0,0,0,2,3,28,35,1,2,50,1,0,100,29,27,51.8
St. Louis Blues,2013/04/14  vs. CHI,CHI,1,0,1,0,0,0,0,2,30,26,0,3,0,3,0,100,33,23,58.9
Vancouver Canucks,2013/03/16  vs. DET,DET,1,0,1,0,0,0,2,5,35,26,0,6,0,3,1,66.7,24,36,40
Minnesota Wild,2013/01/30  vs. CHI,CHI,1,1,0,0,0,2,2,2,25,32,0,4,0,2,0,100,34,32,51.5
Chicago Blackhawks,2013/03/20  @ ANA,ANA,1,0,1,0,0,0,2,4,24,26,1,2,50,1,0,100,30,25,54.5
Montreal Canadiens,2013/04/27  @ TOR,TOR,1,1,0,0,0,2,4,1,28,17,0,6,0,7,1,85.7,34,30,53.1
Anaheim Ducks,2013/03/29  @ CHI,CHI,1,1,0,0,0,2,2,1,24,26,0,1,0,4,1,75,25,31,44.6
Washington Capitals,2013/02/05  vs. TOR,TOR,1,0,1,0,0,0,2,3,26,21,2,3,66.7,3,0,100,20,30,40
Vancouver Canucks,2013/02/12  vs. MIN,MIN,1,1,0,0,0,2,2,1,30,26,1,2,50,5,1,80,29,43,40.3
Anaheim Ducks,2013/04/08  vs. EDM,EDM,1,1,0,0,0,2,2,1,38,28,0,5,0,3,0,100,26,32,44.8
Boston Bruins,2013/02/21  @ TBL,TBL,1,1,0,0,0,2,4,2,26,26,0,0,0,3,0,100,27,23,54
Philadelphia Flyers,2013/04/13  @ BUF,BUF,1,0,1,0,0,0,0,1,29,21,0,3,0,1,0,100,25,37,40.3
Chicago Blackhawks,2013/03/29  vs. ANA,ANA,1,0,1,0,0,0,1,2,26,24,1,4,25,1,0,100,31,25,55.4
Florida Panthers,2013/03/23  @ NJD,NJD,1,0,1,0,0,0,1,2,18,25,0,2,0,2,0,100,20,27,42.6
Chicago Blackhawks,2013/03/01  vs. CBJ,CBJ,1,1,0,0,0,2,4,3,35,22,0,2,0,1,0,100,25,32,43.9
San Jose Sharks,2013/03/14  vs. LAK,LAK,1,1,0,0,0,2,4,3,26,37,2,3,66.7,3,1,66.7,41,27,60.3
Detroit Red Wings,2013/03/20  vs. MIN,MIN,1,0,1,0,0,0,2,4,38,19,1,5,20,3,2,33.3,28,33,45.9
New York Rangers,2013/04/10  vs. TOR,TOR,1,1,0,0,0,2,2,2,28,25,0,3,0,2,0,100,23,38,37.7
Pittsburgh Penguins,2013/03/04  vs. TBL,TBL,1,1,0,0,0,2,4,3,32,28,0,3,0,1,0,100,31,35,47
Boston Bruins,2013/03/05  @ WSH,WSH,1,0,0,0,1,1,3,4,33,26,1,2,50,4,0,100,36,32,52.9
Washington Capitals,2013/02/01  vs. PHI,PHI,1,1,0,0,0,2,3,2,26,31,0,5,0,3,0,100,29,40,42
Washington Capitals,2013/03/07  vs. FLA,FLA,1,1,0,0,0,2,7,1,26,30,2,3,66.7,2,0,100,27,29,48.2
Detroit Red Wings,2013/04/12  @ CHI,CHI,1,0,0,0,1,1,2,2,29,28,1,5,20,3,0,100,22,37,37.3
New York Islanders,2013/03/10  @ PIT,PIT,1,0,1,0,0,0,1,6,24,28,0,3,0,4,2,50,19,39,32.8
Dallas Stars,2013/03/03  vs. STL,STL,1,1,0,0,0,2,4,1,27,26,1,3,33.3,1,0,100,31,33,48.4
Colorado Avalanche,2013/01/28  @ EDM,EDM,1,0,1,0,0,0,1,4,38,27,0,3,0,6,4,33.3,25,33,43.1
Carolina Hurricanes,2013/03/19  vs. FLA,FLA,1,0,1,0,0,0,1,4,34,44,1,4,25,3,2,33.3,32,31,50.8
New York Islanders,2013/02/23  @ BUF,BUF,1,1,0,0,0,2,4,0,32,35,1,4,25,6,0,100,28,32,46.7
Florida Panthers,2013/04/21  @ BOS,BOS,1,0,1,0,0,0,0,3,28,39,0,2,0,2,0,100,21,27,43.8
Ottawa Senators,2013/01/21  vs. FLA,FLA,1,1,0,0,0,2,4,0,37,31,1,4,25,3,0,100,37,29,56.1
Phoenix Coyotes,2013/02/11  @ COL,COL,1,1,0,0,0,2,3,2,30,43,0,5,0,4,0,100,35,26,57.4
Tampa Bay Lightning,2013/04/14  @ BUF,BUF,1,0,1,0,0,0,1,3,33,22,0,1,0,3,1,66.7,28,30,48.3
Phoenix Coyotes,2013/01/20  vs. CHI,CHI,1,0,1,0,0,0,4,6,29,31,0,3,0,5,1,80,35,28,55.6
Buffalo Sabres,2013/03/03  @ NYR,NYR,1,0,0,0,1,1,2,2,30,28,0,5,0,4,2,50,20,35,36.4
St. Louis Blues,2013/01/22  @ CHI,CHI,1,0,1,0,0,0,2,3,34,27,1,2,50,3,1,66.7,26,34,43.3
Ottawa Senators,2013/03/30  vs. TOR,TOR,1,0,1,0,0,0,0,4,31,23,0,5,0,5,1,80,32,34,48.5
Washington Capitals,2013/02/14  @ TBL,TBL,1,1,0,0,0,2,4,3,39,30,1,1,100,2,0,100,36,29,55.4
Nashville Predators,2013/01/19  vs. CBJ,CBJ,1,0,0,0,1,1,2,2,34,28,1,1,100,2,1,50,37,32,53.6
Los Angeles Kings,2013/02/10  @ DET,DET,1,0,1,0,0,0,2,3,47,31,0,3,0,4,1,75,37,27,57.8
Phoenix Coyotes,2013/03/09  vs. DAL,DAL,1,1,0,0,0,2,2,1,21,21,0,2,0,5,1,80,30,24,55.6
Winnipeg Jets,2013/03/30  vs. CAR,CAR,1,0,1,0,0,0,1,3,35,28,0,3,0,6,0,100,24,38,38.7
Chicago Blackhawks,2013/04/09  @ MIN,MIN,1,1,0,0,0,2,1,0,31,20,0,2,0,1,0,100,28,26,51.8
New York Rangers,2013/04/23  @ FLA,FLA,1,0,1,0,0,0,2,3,38,16,0,3,0,2,1,50,30,26,53.6
Ottawa Senators,2013/03/17  vs. WPG,WPG,1,1,0,0,0,2,4,1,42,26,2,4,50,3,0,100,26,27,49.1
