Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Montreal Canadiens,2013/04/15  vs. PHI,PHI,1,0,1,0,0,0,3,7,28,33,2,6,33.3,6,2,66.7,25,34,42.4
Columbus Blue Jackets,2013/03/07  vs. VAN,VAN,1,1,0,0,0,2,2,1,27,35,0,3,0,1,0,100,33,29,53.2
Toronto Maple Leafs,2013/03/23  vs. BOS,BOS,1,1,0,0,0,2,3,2,13,33,0,2,0,1,0,100,25,30,45.5
Minnesota Wild,2013/04/03  @ SJS,SJS,1,0,1,0,0,0,2,4,33,33,0,1,0,5,2,60,28,36,43.8
Dallas Stars,2013/04/12  @ NSH,NSH,1,1,0,0,0,2,5,2,18,28,1,3,33.3,3,1,66.7,26,31,45.6
Montreal Canadiens,2013/02/18  vs. CAR,CAR,1,1,0,0,0,2,3,0,26,19,0,4,0,3,0,100,27,23,54
Edmonton Oilers,2013/01/22  vs. SJS,SJS,1,0,1,0,0,0,3,6,29,31,2,5,40,5,3,40,31,37,45.6
Ottawa Senators,2013/02/03  @ MTL,MTL,1,0,1,0,0,0,1,2,33,32,1,3,33.3,5,0,100,30,28,51.7
Washington Capitals,2013/04/27  vs. BOS,BOS,1,1,0,0,0,2,3,2,37,34,3,5,60,2,0,100,33,25,56.9
Montreal Canadiens,2013/02/03  vs. OTT,OTT,1,1,0,0,0,2,2,1,32,33,0,5,0,3,1,66.7,28,30,48.3
Vancouver Canucks,2013/04/20  vs. DET,DET,1,1,0,0,0,2,1,1,14,34,1,4,25,3,0,100,22,24,47.8
St. Louis Blues,2013/04/21  @ COL,COL,1,0,1,0,0,0,3,5,32,31,0,3,0,2,1,50,36,27,57.1
Minnesota Wild,2013/02/21  @ EDM,EDM,1,1,0,0,0,2,3,1,28,28,0,3,0,1,0,100,31,29,51.7
Colorado Avalanche,2013/04/05  vs. DET,DET,1,0,0,0,1,1,2,3,35,31,0,3,0,4,1,75,26,28,48.1
Colorado Avalanche,2013/03/24  vs. VAN,VAN,1,0,1,0,0,0,2,3,28,30,1,5,20,3,1,66.7,33,25,56.9
Colorado Avalanche,2013/03/08  vs. CHI,CHI,1,1,0,0,0,2,6,2,31,33,2,4,50,2,0,100,36,19,65.5
New York Rangers,2013/02/19  vs. MTL,MTL,1,0,1,0,0,0,1,3,25,18,0,2,0,1,0,100,30,32,48.4
